secid,date,days,cp_flag,delta,impl_volatility,impl_strike,impl_premium,dispersion
101310.0,2022-01-03,122.0,C,40.0,0.280122,3604.434,143.724,0.004144
101310.0,2022-01-03,122.0,C,45.0,0.282124,3531.788,171.5464,0.004574
101310.0,2022-01-03,122.0,C,50.0,0.284401,3460.833,202.397,0.004928
101310.0,2022-01-03,122.0,C,55.0,0.286588,3390.208,236.5009,0.00543
101310.0,2022-01-03,122.0,C,60.0,0.288744,3318.832,274.4344,0.006316
101310.0,2022-01-03,122.0,C,65.0,0.291339,3245.41,317.4285,0.007674
101310.0,2022-01-03,122.0,C,70.0,0.295018,3167.842,367.4559,0.009892
101310.0,2022-01-03,122.0,C,75.0,0.300917,3082.468,428.0176,0.013862
101310.0,2022-01-03,122.0,C,80.0,0.310953,2982.57,505.6684,0.021287
101310.0,2022-01-03,122.0,C,85.0,0.327149,2857.054,610.9124,0.035162
101310.0,2022-01-03,122.0,C,90.0,0.35166,2685.98,762.8204,0.054593
101310.0,2022-01-03,152.0,P,-90.0,0.283461,4366.44,980.6515,0.009623
101310.0,2022-01-03,152.0,P,-85.0,0.279523,4171.541,801.8995,0.007059
101310.0,2022-01-03,152.0,P,-80.0,0.277,4025.175,673.6299,0.004439
101310.0,2022-01-03,152.0,P,-75.0,0.276118,3907.306,575.952,0.002824
101310.0,2022-01-03,152.0,P,-70.0,0.276346,3806.078,497.1482,0.002444
101310.0,2022-01-03,152.0,P,-65.0,0.277076,3714.828,430.6275,0.002652
101310.0,2022-01-03,152.0,P,-60.0,0.278241,3630.119,373.1968,0.003176
101310.0,2022-01-03,152.0,P,-55.0,0.279956,3549.533,322.8631,0.003843
101310.0,2022-01-03,152.0,P,-50.0,0.282241,3471.156,278.2056,0.004566
101310.0,2022-01-03,152.0,P,-45.0,0.285179,3393.295,238.2325,0.005408
101310.0,2022-01-03,152.0,P,-40.0,0.28888,3314.168,202.0609,0.006353
101310.0,2022-01-03,152.0,P,-35.0,0.293229,3232.008,168.9783,0.007488
101310.0,2022-01-03,152.0,P,-30.0,0.29835,3144.729,138.5722,0.009181
101310.0,2022-01-03,152.0,P,-25.0,0.30487,3049.132,110.6331,0.011744
101310.0,2022-01-03,152.0,P,-20.0,0.313314,2940.304,84.87997,0.016125
101310.0,2022-01-03,152.0,P,-15.0,0.324314,2810.253,61.00283,0.025024
101310.0,2022-01-03,152.0,P,-10.0,0.340264,2640.682,38.9123,0.039237
101310.0,2022-01-03,152.0,C,10.0,0.288535,4412.813,27.86287,0.012407
101310.0,2022-01-03,152.0,C,15.0,0.283425,4199.093,44.71498,0.009294
101310.0,2022-01-03,152.0,C,20.0,0.279929,4042.77,63.22103,0.005727
101310.0,2022-01-03,152.0,C,25.0,0.278452,3919.384,83.69114,0.003213
101310.0,2022-01-03,152.0,C,30.0,0.27838,3814.911,106.3522,0.00246
101310.0,2022-01-03,152.0,C,35.0,0.279005,3721.585,131.3191,0.002664
101310.0,2022-01-03,152.0,C,40.0,0.280164,3635.372,158.8354,0.003244
101310.0,2022-01-03,152.0,C,45.0,0.281917,3553.584,189.3359,0.00398
101310.0,2022-01-03,152.0,C,50.0,0.284275,3474.178,223.3258,0.004802
101310.0,2022-01-03,152.0,C,55.0,0.287326,3395.375,261.517,0.005768
101310.0,2022-01-03,152.0,C,60.0,0.291176,3315.338,304.8354,0.006811
101310.0,2022-01-03,152.0,C,65.0,0.295683,3232.244,354.326,0.007987
101310.0,2022-01-03,152.0,C,70.0,0.300987,3143.981,411.6757,0.009831
101310.0,2022-01-03,152.0,C,75.0,0.307882,3047.145,480.1375,0.01301
101310.0,2022-01-03,152.0,C,80.0,0.317218,2936.25,564.9327,0.01915
101310.0,2022-01-03,152.0,C,85.0,0.330296,2801.847,675.1838,0.031516
101310.0,2022-01-03,152.0,C,90.0,0.350567,2622.555,831.9958,0.049863
101310.0,2022-01-03,182.0,P,-90.0,0.28248,4469.005,1084.432,0.008293
101310.0,2022-01-03,182.0,P,-85.0,0.279053,4255.484,888.3438,0.006193
101310.0,2022-01-03,182.0,P,-80.0,0.276806,4094.242,746.7075,0.003996
101310.0,2022-01-03,182.0,P,-75.0,0.276029,3964.059,638.3931,0.002604
101310.0,2022-01-03,182.0,P,-70.0,0.276267,3852.204,550.8068,0.002267
101310.0,2022-01-03,182.0,P,-65.0,0.276947,3751.457,476.7979,0.00249
101310.0,2022-01-03,182.0,P,-60.0,0.278036,3658.123,412.9276,0.003058
101310.0,2022-01-03,182.0,P,-55.0,0.279674,3569.541,356.9901,0.003831
101310.0,2022-01-03,182.0,P,-50.0,0.281953,3483.653,307.5078,0.004729
101310.0,2022-01-03,182.0,P,-45.0,0.285071,3398.542,263.4372,0.005717
101310.0,2022-01-03,182.0,P,-40.0,0.289213,3312.108,223.7623,0.006538
101310.0,2022-01-03,182.0,P,-35.0,0.294003,3222.311,187.3899,0.007131
101310.0,2022-01-03,182.0,P,-30.0,0.299151,3127.199,153.6352,0.008325
101310.0,2022-01-03,182.0,P,-25.0,0.305349,3023.681,122.4764,0.01089
101310.0,2022-01-03,182.0,P,-20.0,0.313502,2906.356,93.84318,0.015668
101310.0,2022-01-03,182.0,P,-15.0,0.324515,2766.334,67.4315,0.024779
101310.0,2022-01-03,182.0,P,-10.0,0.340639,2584.411,43.02574,0.038325
101310.0,2022-01-03,182.0,C,10.0,0.287545,4526.404,30.18545,0.010612
101310.0,2022-01-03,182.0,C,15.0,0.283214,4290.479,48.54452,0.008121
101310.0,2022-01-03,182.0,C,20.0,0.280143,4117.237,68.7065,0.005268
101310.0,2022-01-03,182.0,C,25.0,0.278736,3979.935,90.94244,0.003251
101310.0,2022-01-03,182.0,C,30.0,0.278566,3863.681,115.4846,0.002599
101310.0,2022-01-03,182.0,C,35.0,0.279068,3760.144,142.4825,0.002742
101310.0,2022-01-03,182.0,C,40.0,0.280119,3664.841,172.212,0.003326
101310.0,2022-01-03,182.0,C,45.0,0.281808,3574.75,205.147,0.004193
101310.0,2022-01-03,182.0,C,50.0,0.284227,3487.602,241.9083,0.005244
101310.0,2022-01-03,182.0,C,55.0,0.287584,3401.327,283.4,0.006382
101310.0,2022-01-03,182.0,C,60.0,0.292043,3313.71,330.7406,0.007246
101310.0,2022-01-03,182.0,C,65.0,0.297129,3222.635,384.8102,0.007723
101310.0,2022-01-03,182.0,C,70.0,0.302487,3126.203,446.7764,0.008881
101310.0,2022-01-03,182.0,C,75.0,0.308978,3021.2,519.9479,0.012041
101310.0,2022-01-03,182.0,C,80.0,0.317958,2901.552,610.4193,0.018774
101310.0,2022-01-03,182.0,C,85.0,0.331143,2756.599,728.5462,0.031478
101310.0,2022-01-03,182.0,C,90.0,0.351741,2563.972,896.2047,0.048906
101310.0,2022-01-03,273.0,P,-90.0,0.282054,4755.538,1373.54,0.005039
101310.0,2022-01-03,273.0,P,-85.0,0.280053,4494.039,1132.72,0.003894
101310.0,2022-01-03,273.0,P,-80.0,0.278749,4293.044,955.2581,0.002757
101310.0,2022-01-03,273.0,P,-75.0,0.278282,4128.449,816.9268,0.002286
101310.0,2022-01-03,273.0,P,-70.0,0.27846,3986.343,703.8837,0.002663
101310.0,2022-01-03,273.0,P,-65.0,0.279164,3859.117,608.7101,0.003442
101310.0,2022-01-03,273.0,P,-60.0,0.280693,3742.44,527.6068,0.004448
101310.0,2022-01-03,273.0,P,-55.0,0.283321,3632.567,457.5549,0.005299
101310.0,2022-01-03,273.0,P,-50.0,0.286576,3525.849,395.3208,0.00547
101310.0,2022-01-03,273.0,P,-45.0,0.289719,3419.658,338.3342,0.005139
101310.0,2022-01-03,273.0,P,-40.0,0.292569,3312.574,285.6379,0.00484
101310.0,2022-01-03,273.0,P,-35.0,0.295304,3203.247,237.0824,0.004942
101310.0,2022-01-03,273.0,P,-30.0,0.298304,3089.693,192.6154,0.005927
101310.0,2022-01-03,273.0,P,-25.0,0.302601,2968.11,152.3728,0.009106
101310.0,2022-01-03,273.0,P,-20.0,0.310837,2829.724,116.7504,0.016609
101310.0,2022-01-03,273.0,P,-15.0,0.326548,2657.971,85.27472,0.027937
101310.0,2022-01-03,273.0,P,-10.0,0.348334,2434.667,55.38279,0.036637
101310.0,2022-01-03,273.0,C,10.0,0.287709,4858.7,36.3432,0.00596
101310.0,2022-01-03,273.0,C,15.0,0.285554,4560.489,58.79343,0.004859
101310.0,2022-01-03,273.0,C,20.0,0.284029,4340.024,83.54421,0.003841
101310.0,2022-01-03,273.0,C,25.0,0.283221,4162.833,110.6921,0.003533
101310.0,2022-01-03,273.0,C,30.0,0.282899,4011.626,140.346,0.004025
101310.0,2022-01-03,273.0,C,35.0,0.283116,3877.826,172.8165,0.004867
101310.0,2022-01-03,273.0,C,40.0,0.284442,3756.667,208.8187,0.005943
101310.0,2022-01-03,273.0,C,45.0,0.287308,3643.784,249.3103,0.006947
101310.0,2022-01-03,273.0,C,50.0,0.291174,3534.657,294.8145,0.007167
101310.0,2022-01-03,273.0,C,55.0,0.294975,3425.942,345.2176,0.006619
101310.0,2022-01-03,273.0,C,60.0,0.298293,3316.132,400.749,0.00595
101310.0,2022-01-03,273.0,C,65.0,0.301285,3204.017,462.5534,0.005748
101310.0,2022-01-03,273.0,C,70.0,0.30447,3087.682,532.684,0.00684
101310.0,2022-01-03,273.0,C,75.0,0.309277,2962.985,615.6679,0.011265
101310.0,2022-01-03,273.0,C,80.0,0.319527,2819.137,722.9848,0.022031
101310.0,2022-01-03,273.0,C,85.0,0.340336,2635.512,874.5766,0.03716
101310.0,2022-01-03,273.0,C,90.0,0.368456,2394.664,1083.885,0.0466
101310.0,2022-01-03,365.0,P,-90.0,0.281298,5004.961,1624.139,0.003052
101310.0,2022-01-03,365.0,P,-85.0,0.280302,4706.234,1348.401,0.002479
101310.0,2022-01-03,365.0,P,-80.0,0.279738,4472.667,1141.388,0.002042
101310.0,2022-01-03,365.0,P,-75.0,0.279891,4279.898,978.4655,0.002208
101310.0,2022-01-03,365.0,P,-70.0,0.281011,4114.244,846.1517,0.003018
101310.0,2022-01-03,365.0,P,-65.0,0.283027,3966.337,735.4422,0.003758
101310.0,2022-01-03,365.0,P,-60.0,0.285444,3829.083,639.3624,0.003986
101310.0,2022-01-03,365.0,P,-55.0,0.287844,3697.949,553.4923,0.003831
101310.0,2022-01-03,365.0,P,-50.0,0.290007,3570.501,475.6496,0.003577
101310.0,2022-01-03,365.0,P,-45.0,0.291898,3445.094,404.6452,0.003473
101310.0,2022-01-03,365.0,P,-40.0,0.293666,3320.325,339.8811,0.003578
101310.0,2022-01-03,365.0,P,-35.0,0.295505,3194.353,280.8846,0.003989
101310.0,2022-01-03,365.0,P,-30.0,0.297816,3064.752,227.4005,0.005298
101310.0,2022-01-03,365.0,P,-25.0,0.301931,2926.827,179.6633,0.009204
101310.0,2022-01-03,365.0,P,-20.0,0.311503,2769.033,138.3027,0.017731
101310.0,2022-01-03,365.0,P,-15.0,0.329465,2573.064,101.8062,0.027236
101310.0,2022-01-03,365.0,P,-10.0,0.349332,2329.87,65.65306,0.030765
101310.0,2022-01-03,365.0,C,10.0,0.288087,5174.921,41.45369,0.003312
101310.0,2022-01-03,365.0,C,15.0,0.287252,4817.068,67.27356,0.002927
101310.0,2022-01-03,365.0,C,20.0,0.286738,4552.226,95.80634,0.002677
101310.0,2022-01-03,365.0,C,25.0,0.286769,4339.386,127.1583,0.00279
101310.0,2022-01-03,365.0,C,30.0,0.287665,4159.52,161.6737,0.003505
101310.0,2022-01-03,365.0,C,35.0,0.289627,4001.627,199.9331,0.004454
101310.0,2022-01-03,365.0,C,40.0,0.292314,3857.171,242.2793,0.004918
101310.0,2022-01-03,365.0,C,45.0,0.295087,3720.099,288.762,0.004771
101310.0,2022-01-03,365.0,C,50.0,0.297549,3587.213,339.5802,0.004405
101310.0,2022-01-03,365.0,C,55.0,0.299662,3456.741,395.1633,0.004217
101310.0,2022-01-03,365.0,C,60.0,0.301627,3327.249,456.3763,0.004319
101310.0,2022-01-03,365.0,C,65.0,0.303693,3196.772,524.684,0.004844
101310.0,2022-01-03,365.0,C,70.0,0.306383,3062.669,602.4902,0.006683
101310.0,2022-01-03,365.0,C,75.0,0.311596,2919.448,695.7571,0.012566
101310.0,2022-01-03,365.0,C,80.0,0.324951,2751.953,820.8022,0.025268
101310.0,2022-01-03,365.0,C,85.0,0.350168,2537.98,997.1913,0.037499
101310.0,2022-01-03,365.0,C,90.0,0.375939,2274.829,1220.638,0.040066
101310.0,2022-01-03,547.0,P,-90.0,0.282602,5438.692,2058.186,0.002252
101310.0,2022-01-03,547.0,P,-85.0,0.282199,5082.629,1727.782,0.002189
101310.0,2022-01-03,547.0,P,-80.0,0.282058,4795.23,1470.899,0.00214
101310.0,2022-01-03,547.0,P,-75.0,0.2825,4553.785,1264.329,0.002392
101310.0,2022-01-03,547.0,P,-70.0,0.283883,4345.446,1095.269,0.002926
101310.0,2022-01-03,547.0,P,-65.0,0.285824,4158.119,951.7319,0.003051
101310.0,2022-01-03,547.0,P,-60.0,0.287581,3982.923,824.5865,0.002863
101310.0,2022-01-03,547.0,P,-55.0,0.289186,3816.787,711.0342,0.002826
101310.0,2022-01-03,547.0,P,-50.0,0.290866,3657.285,609.2967,0.002938
101310.0,2022-01-03,547.0,P,-45.0,0.292594,3501.924,517.4771,0.003058
101310.0,2022-01-03,547.0,P,-40.0,0.294268,3348.479,434.0878,0.003173
101310.0,2022-01-03,547.0,P,-35.0,0.295889,3194.675,358.0019,0.003423
101310.0,2022-01-03,547.0,P,-30.0,0.297719,3038.072,288.9118,0.004371
101310.0,2022-01-03,547.0,P,-25.0,0.300872,2874.15,227.185,0.007713
101310.0,2022-01-03,547.0,P,-20.0,0.308898,2691.116,173.7858,0.015423
101310.0,2022-01-03,547.0,P,-15.0,0.324682,2469.641,126.9971,0.023308
101310.0,2022-01-03,547.0,P,-10.0,0.340881,2202.676,80.92937,0.025445
101310.0,2022-01-03,547.0,C,10.0,0.290102,5794.255,49.8333,0.002515
101310.0,2022-01-03,547.0,C,15.0,0.290071,5311.336,80.93579,0.002738
101310.0,2022-01-03,547.0,C,20.0,0.290317,4958.072,115.3391,0.003024
101310.0,2022-01-03,547.0,C,25.0,0.291023,4676.33,153.1593,0.003343
